what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361527878175
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528137298
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1361528138242
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1361528138261
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1361528138267
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361528140912
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.backwardHistory",1361528140919
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528143443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528648327
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1361528649348
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361528650211
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1361528651750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528653246
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528666783
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1361528667269
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1361528667654
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361528667956
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528694174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528701903
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361528703432
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1361528704775
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528706879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528708264
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361528708872
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361528713369
executed,command,,,"org.eclipse.mtj.launchShortcuts.run",1361528731289
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361528731727
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528732659
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528764905
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361528765757
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1361528781142
executed,command,,,"org.eclipse.mtj.launchShortcuts.run",1361528800235
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361528800667
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528801574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528839482
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361528840993
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1361528843337
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1361528844153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528847940
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528855646
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1361528863909
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528864645
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528867118
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361528868010
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361528889404
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361528895149
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361528906747
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361528914917
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361528921163
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361528921712
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1361528930684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528932718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528962756
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528985657
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361528990497
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361528999550
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361529020695
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361529024557
